ds	id_user	ds_checkin	ds_checkout	n_searches	n_nights	n_guests_min	n_guests_max	origin_country	filter_price_min	filter_price_max	filter_room_types	filter_neighborhoods
2014-10-06	3318f730-a35c-496d-bd1a-0536a26139e7	2014-10-20	2014-10-24	29	4	2	2	NZ	NULL	NULL	,Entire home/apt	
2014-10-06	33526aa4-fcb9-4815-8abf-48c1231aa17a	NULL	NULL	6	NULL	1	1	IE	NULL	NULL		
2014-10-06	337023e1-26c8-41f8-a8b0-401faced8b38	NULL	NULL	1	NULL	1	1	IE	NULL	NULL		
2014-10-06	337f9801-16b1-48d6-83de-3f93b845ff2c	2014-10-25	2014-10-29	15	4	1	1	RO	0	1073741823		
2014-10-06	33a0a055-b090-49d1-83c5-0b87015b4a52	2015-03-12	2015-03-15	17	3	2	2	FR	0	91	,Entire home/apt,Private room	,Ranelagh and Rathmines
2014-10-06	33edd386-ee07-4d20-a40d-6c6f24a6c468	2014-10-30	2014-10-31	1	1	1	1	IE	NULL	NULL		
2014-10-06	33ee925d-af16-408b-b73d-8aab5cbb7561	2014-10-18	2014-10-20	22	2	2	2	FR	0	123	,Entire home/apt,Entire home/apt,Private room	
2014-10-06	344c2c0e-02f9-4d0d-aa1c-a1147c4eade5	NULL	NULL	1	NULL	1	1	NO	NULL	NULL		
2014-10-06	347d697e-25ee-48f6-950d-e06ebc3aa917	2015-01-04	2015-03-27	5	82	1	1	GB	NULL	NULL	,Private room	
2014-10-06	347d697e-25ee-48f6-950d-e06ebc3aa917	2015-01-04	2015-03-29	20	84	1	1	GB	NULL	NULL		
2014-10-06	34c4f168-c6dc-41fe-8a97-df2f08e19043	NULL	NULL	1	NULL	1	1	BR	NULL	NULL		
2014-10-06	34c4f168-c6dc-41fe-8a97-df2f08e19043	2014-10-06	2014-10-07	1	1	1	1	BR	NULL	NULL		
2014-10-06	34c4f168-c6dc-41fe-8a97-df2f08e19043	2014-10-20	2014-11-04	1	15	1	1	BR	NULL	NULL		
2014-10-06	34c4f168-c6dc-41fe-8a97-df2f08e19043	2014-10-20	2014-12-15	2	56	1	1	BR	NULL	NULL	,Entire home/apt	
2014-10-06	34c4f168-c6dc-41fe-8a97-df2f08e19043	2014-11-01	2014-12-01	5	30	1	1	BR	NULL	NULL	,Entire home/apt,Shared room	
2014-10-06	34c4f168-c6dc-41fe-8a97-df2f08e19043	2014-11-03	2014-11-04	1	1	1	1	BR	NULL	NULL		
2014-10-06	34f6c9d7-5109-4ea0-b699-a85baa44515a	2014-11-03	2014-11-06	30	3	1	4	DE	0	123	,Entire home/apt	
2014-10-06	3527b695-1975-4990-9772-30e6c2cad1ef	2014-10-11	2014-12-13	10	63	1	2	IE	NULL	NULL	Private room	
2014-10-06	3527b695-1975-4990-9772-30e6c2cad1ef	2014-10-11	2014-12-22	4	72	1	1	IE	NULL	NULL	,Private room	
2014-10-06	3547e096-e606-4d1c-b18f-f8bf554d8bdc	NULL	NULL	2	NULL	1	1	IE	NULL	NULL		
2014-10-06	3547e096-e606-4d1c-b18f-f8bf554d8bdc	2014-10-10	2014-10-12	43	2	1	1	IE	NULL	NULL	,Entire home/apt	
2014-10-06	354f591d-41b1-4f5c-910a-0aa6e209e96c	2014-11-02	2014-11-07	13	5	1	1	SE	0	220		
2014-10-06	356cce94-a9c0-4e7e-bd25-15dbf998d653	NULL	NULL	5	NULL	1	1	PH	NULL	NULL		
2014-10-06	3579f5b4-b846-4536-a468-60d4c011e05c	2014-10-30	2014-11-03	5	4	2	2	US	0	66		
2014-10-06	3589eb96-d80d-46e4-98a8-9283a224de07	NULL	NULL	1	NULL	1	1	IT	NULL	NULL		
2014-10-06	3589eb96-d80d-46e4-98a8-9283a224de07	2014-12-29	2015-01-03	5	5	1	4	IT	0	504	,Entire home/apt	
2014-10-06	35a741a9-33cf-465b-9d87-bdf8e51cef66	2014-10-31	2014-11-07	5	7	3	3	AU	NULL	NULL	,Entire home/apt	
2014-10-06	35a741a9-33cf-465b-9d87-bdf8e51cef66	2014-11-01	2014-11-07	1	6	2	2	AU	0	180	Entire home/apt	
2014-10-06	35ddd32a-d5df-420e-84c1-fc00d7dec8b5	NULL	NULL	1	NULL	1	1	ES	NULL	NULL		
2014-10-06	35ddd32a-d5df-420e-84c1-fc00d7dec8b5	2015-06-30	2015-08-30	17	61	1	1	ES	NULL	NULL	,Private room,Shared room,Shared room	,City Centre
2014-10-06	35e484c5-b797-4dc6-b4a1-71f2f9d6f306	NULL	NULL	2	NULL	1	1	GB	NULL	NULL		
2014-10-06	35e484c5-b797-4dc6-b4a1-71f2f9d6f306	2014-11-16	2014-11-21	1	5	2	2	GB	NULL	NULL	Entire home/apt	
2014-10-06	35eb51a8-e4c0-4766-a0dd-8df9da84f5f2	2014-10-13	2014-10-17	4	4	1	1	ES	NULL	NULL	,Entire home/apt	
2014-10-06	360bedcc-b225-47ee-ae1b-072fd5f601b5	2015-06-19	2015-06-21	18	2	4	4	US	0	350		
2014-10-06	361ff2a8-80c8-43b9-8244-b170b1514f25	NULL	NULL	16	NULL	1	2	US	0	120	,Entire home/apt,Entire home/apt,Private room,Private room	
2014-10-06	361ff2a8-80c8-43b9-8244-b170b1514f25	2014-10-26	2014-10-31	55	5	2	2	US	0	150	Entire home/apt,Entire home/apt,Private room	
2014-10-06	367c56cf-725c-4696-a93a-6ca780453225	NULL	NULL	23	NULL	1	1	FR	NULL	NULL		
2014-10-06	3687ab77-21e1-4410-8d79-a4a2fe750a50	NULL	NULL	3	NULL	1	1	SE	NULL	NULL		
2014-10-06	3687ab77-21e1-4410-8d79-a4a2fe750a50	2014-12-22	2014-12-26	26	4	1	4	SE	NULL	NULL	,Entire home/apt	
2014-10-06	368a8c67-e821-45b1-8297-fe1589a17182	2014-11-08	2014-11-10	2	2	2	2	GB	0	65	Entire home/apt,Private room	
2014-10-06	36dd9bbd-21d9-4e9a-a354-b8e8587e7bcd	NULL	NULL	2	NULL	1	1	US	NULL	NULL		
2014-10-06	36dd9bbd-21d9-4e9a-a354-b8e8587e7bcd	2014-10-17	2014-10-19	9	2	1	2	US	0	1073741823	,Entire home/apt	
2014-10-06	36ea9a4f-6e65-4f3f-a03a-8a00b279b44d	NULL	NULL	1	NULL	1	1	IE	NULL	NULL		
2014-10-06	36ea9a4f-6e65-4f3f-a03a-8a00b279b44d	2014-10-07	2014-10-08	2	1	1	1	IE	NULL	NULL		
2014-10-06	36ef7d89-6a37-441c-a79a-e45f19c165aa	2014-10-25	2014-10-27	11	2	2	2	FR	NULL	NULL		
2014-10-06	36f9e86b-005e-446b-be15-982988bdf513	2014-10-11	2014-10-12	37	1	4	4	IE	NULL	NULL		
2014-10-06	371fc392-18ff-4f3f-ab4f-5bc30dce1289	2015-03-04	2015-03-07	8	3	2	2	US	0	190	,Entire home/apt	
2014-10-06	37218fde-76ca-433c-a583-c17b76211e6a	2014-11-07	2014-11-09	6	2	1	1	FR	NULL	NULL	Entire home/apt	
2014-10-06	376325d5-5e00-4523-9321-56fd0f577209	2014-10-24	2014-10-28	4	4	1	2	US	NULL	NULL	,Entire home/apt	
2014-10-06	37dbbe85-ab9d-4bcc-85a9-bd26a98fccb3	NULL	NULL	6	NULL	1	1	US	NULL	NULL	,Entire home/apt	
2014-10-06	37efbfc8-fe4e-4ff8-b62f-aaab3d5a467c	2014-11-06	2014-11-09	11	3	4	4	FR	0	348	,Entire home/apt	,City Centre,Drumcondra
2014-10-06	3834a3e2-ee22-4ed8-a175-3f845f790ed8	NULL	NULL	1	NULL	1	1	CH	NULL	NULL		
2014-10-06	383cc29e-6ca5-42da-89fb-68fa46754a80	NULL	NULL	8	NULL	1	16	IE	NULL	NULL		
2014-10-06	383cc29e-6ca5-42da-89fb-68fa46754a80	2015-07-31	2015-08-02	1	2	16	16	IE	NULL	NULL		
2014-10-06	386ea289-4ce6-46f4-9fb4-f7f5d3c129c6	2014-10-27	2014-10-29	1	2	2	2	GB	NULL	NULL		
2014-10-06	38af958c-9737-4780-9814-ed64dd0e36d6	NULL	NULL	1	NULL	1	1	IE	NULL	NULL		
2014-10-06	38e831bf-3fa5-420c-9b92-379b71cbb459	2014-10-25	2014-10-28	5	3	2	2	CH	NULL	NULL		
2014-10-06	38f8a5c2-26b4-48c2-a7a1-b58f12b29fb9	NULL	NULL	1	NULL	1	1	HU	NULL	NULL		
2014-10-06	39366e23-524f-448e-9195-6e353f35b9af	2014-11-08	2014-11-09	8	1	2	2	IE	NULL	NULL		
2014-10-06	39436382-00ef-46ef-9768-1e611ae62857	NULL	NULL	4	NULL	1	1	IE	NULL	NULL		
2014-10-06	39436382-00ef-46ef-9768-1e611ae62857	2014-12-01	2014-12-22	1	21	1	1	IE	NULL	NULL		
2014-10-06	39436382-00ef-46ef-9768-1e611ae62857	2014-12-01	2015-01-01	1	31	1	1	IE	NULL	NULL		
2014-10-06	39536f03-4629-418e-9f68-6c730e9e497d	2014-10-20	2014-10-22	1	2	4	4	US	0	121		City Centre
2014-10-06	39536f03-4629-418e-9f68-6c730e9e497d	2014-10-20	2014-10-23	8	3	4	4	US	0	321		
2014-10-06	395c7dcd-935a-4656-b80f-8f0224b07110	2015-03-01	2015-03-07	5	6	10	10	AT	NULL	NULL		
2014-10-06	39685901-aa1d-4ede-9b6e-915f1f8919d4	2014-10-15	2014-10-19	5	4	1	1	US	0	33		
2014-10-06	398287f9-8444-4093-b8fb-4d6fd3f04b2e	NULL	NULL	1	NULL	1	1	BR	NULL	NULL		
2014-10-06	398287f9-8444-4093-b8fb-4d6fd3f04b2e	2014-12-27	2015-09-22	27	269	2	2	BR	NULL	NULL		
2014-10-06	398287f9-8444-4093-b8fb-4d6fd3f04b2e	2014-12-27	2015-09-23	42	270	1	2	BR	NULL	NULL	,Entire home/apt,Entire home/apt,Private room,Entire home/apt,Private room,Shared room,Private room,Private room,Shared room,Shared room	
2014-10-06	39928e4a-f8c0-4964-87ed-0660f8750c5d	NULL	NULL	6	NULL	1	1	GB	NULL	NULL	,Private room,Entire home/apt	
2014-10-06	399abb0c-ae5f-416a-9105-d964b4d2e7b2	2015-03-13	2015-03-15	18	2	6	6	GB	NULL	NULL		
2014-10-06	39aeab75-052c-4404-8674-92d8a9f1dc5f	NULL	NULL	2	NULL	1	1	IE	NULL	NULL		
2014-10-06	39d6a852-55f9-4366-9a51-219d1605e9f9	NULL	NULL	9	NULL	1	1	ES	NULL	NULL		
2014-10-06	39d6a852-55f9-4366-9a51-219d1605e9f9	2014-10-10	2014-10-13	71	3	2	2	ES	0	354		
2014-10-06	39ee6833-1e75-478a-9bbf-d53dc288a3af	NULL	NULL	2	NULL	1	1	IE	NULL	NULL	,Private room	
2014-10-06	39ee6833-1e75-478a-9bbf-d53dc288a3af	2014-10-22	2014-10-25	2	3	1	1	IE	NULL	NULL	Private room	,Grafton Street/St. Stephens Green
2014-10-06	39ef217f-36a4-46c1-8706-8940efc6892e	2014-10-31	2014-11-01	1	1	3	3	DE	NULL	NULL		
2014-10-06	3a219981-aa4b-4729-9c75-f822d0c2c04a	2014-11-21	2014-11-25	1	4	2	2	GB	NULL	NULL	Private room	
2014-10-06	3a279b97-a1da-4b2e-b5e0-04ea1a35387e	NULL	NULL	3	NULL	1	1	CH	0	93		
2014-10-06	3a30445d-0297-401b-9609-1fe8f07a43eb	NULL	NULL	2	NULL	1	1	SG	NULL	NULL		
2014-10-06	3a33beb2-e018-4cd7-b0b4-55ad1b73dc9e	NULL	NULL	7	NULL	2	2	GB	NULL	NULL	Private room	
2014-10-06	3a59760f-e7fa-44b2-9f7b-fe5637355145	2014-11-13	2014-11-15	6	2	2	2	IE	0	229	,Entire home/apt	
2014-10-06	3a6c2aba-969f-455b-99c0-0b912c63172a	NULL	NULL	10	NULL	1	2	IT	0	63		
2014-10-06	3a6c2aba-969f-455b-99c0-0b912c63172a	2014-10-09	2014-10-12	2	3	2	2	IT	0	50	Private room	
2014-10-06	3aa9a32a-ea92-4a2a-8935-22536c805ce1	NULL	NULL	1	NULL	1	1	CH	NULL	NULL		
2014-10-06	3aa9a32a-ea92-4a2a-8935-22536c805ce1	2015-03-15	2015-03-19	1	4	1	1	CH	NULL	NULL		
2014-10-06	3ad6aa29-0bbd-415e-805c-a51c71b17f93	2014-11-10	2014-11-11	10	1	2	2	DE	NULL	NULL		
2014-10-06	3ad6aa29-0bbd-415e-805c-a51c71b17f93	2014-11-14	2014-11-15	3	1	2	2	DE	0	393		
2014-10-06	3adc4f37-6c73-42c4-8ec8-39362cbd5329	2014-10-30	2014-11-02	16	3	2	2	NL	0	1073741823		
2014-10-06	3ae7a67b-64c1-4b1a-8cf7-9ccd5006a143	NULL	NULL	7	NULL	1	2	US	NULL	NULL	,Entire home/apt	
2014-10-06	3afe34e7-9065-4e45-be2f-4b872d3acd6c	NULL	NULL	17	NULL	2	2	GB	NULL	NULL		
2014-10-06	3afe5cc6-0d7b-4809-8d39-fd5a3f30f229	NULL	NULL	6	NULL	1	1	CN	NULL	NULL		
2014-10-06	3b2fea8e-0925-4fc8-ad2c-67fb62990040	2015-04-05	2015-04-08	5	3	1	1	US	0	170	,Entire home/apt	,City Centre
2014-10-06	3b33e528-c721-43ef-8818-b73f5917a99f	2014-10-27	2014-10-30	5	3	2	2	GB	NULL	NULL	,Entire home/apt	
2014-10-06	3b6a7fc7-486e-435e-b96c-d54a180d189e	2015-06-10	2015-08-21	12	72	2	2	AR	NULL	NULL	,Entire home/apt,Private room,Shared room,Private room,Private room,Shared room	
2014-10-06	3b6c82e1-c8e7-45ac-9dc5-ea2f7a3e17fd	NULL	NULL	8	NULL	6	6	FR	0	1073741823	Entire home/apt	
2014-10-06	3bbc9e9d-e5c0-4099-93e5-7ec694ac184f	NULL	NULL	1	NULL	1	1	IE	NULL	NULL		
2014-10-06	3bda2ea7-9ce7-4837-a5b3-42453f0ea8f7	2014-12-03	2014-12-21	1	18	1	1	GB	NULL	NULL		
2014-10-06	3c3ec192-acd7-4c91-8e82-18cff7d859ec	2014-10-24	2014-10-26	12	2	2	2	FR	0	223	,Private room	,Temple Bar
2014-10-06	3c484119-570f-4005-ac00-ac511311ce3b	2014-11-01	2014-11-30	80	29	1	1	ES	NULL	NULL	,Entire home/apt,Entire home/apt,Private room,Private room	
2014-10-06	3c9cb197-48c1-4e91-a5cf-0902aabe210d	NULL	NULL	2	NULL	1	1	CH	NULL	NULL		
2014-10-06	3c9cb197-48c1-4e91-a5cf-0902aabe210d	2014-10-09	2014-10-10	8	1	1	2	CH	0	114		
2014-10-06	3cd3de98-5255-4900-a42d-a02653a6cd8e	2014-12-05	2014-12-10	13	5	2	2	GB	0	137	,Entire home/apt	
2014-10-06	3ce8e91c-2cfc-4483-9147-c8964c915546	2014-11-04	2014-11-05	9	1	1	1	GB	NULL	NULL		
2014-10-06	3d074796-7790-4293-bd19-403ca3e223c2	2014-11-03	2014-11-09	38	6	3	3	GB	NULL	NULL	Entire home/apt	
2014-10-06	3d074796-7790-4293-bd19-403ca3e223c2	2014-11-03	2014-11-10	34	7	3	3	GB	0	1180	,Entire home/apt	
2014-10-06	3d2206ec-17a1-423e-bc43-0692b501f34b	NULL	NULL	3	NULL	1	1	GB	NULL	NULL		
2014-10-06	3d2206ec-17a1-423e-bc43-0692b501f34b	2014-11-14	2014-11-16	2	2	1	4	GB	NULL	NULL		
2014-10-06	3d348a0c-1e05-411a-9f8a-ead80bc36b42	NULL	NULL	13	NULL	1	1	IE	NULL	NULL		
2014-10-06	3d41b06b-bc32-4b59-9e70-9865a00f842d	NULL	NULL	1	NULL	1	1	NO	NULL	NULL	Entire home/apt	
2014-10-06	3d6011e7-bc2c-480f-b7c0-30e25f2d94db	2015-01-16	2015-01-22	28	6	1	1	US	0	42		
2014-10-06	3d71dcd5-f150-4c28-9e15-d9e630156947	2015-03-03	2015-03-17	3	14	4	4	IE	48	536	,Entire home/apt	
2014-10-06	3d71dcd5-f150-4c28-9e15-d9e630156947	2015-03-03	2015-03-19	1	16	4	4	IE	48	536	Entire home/apt	
2014-10-06	3d71dcd5-f150-4c28-9e15-d9e630156947	2015-03-11	2015-03-19	13	8	4	4	IE	0	536	,Entire home/apt	,City Centre
2014-10-06	3d7e77b4-3c09-4be6-99a4-b89e91b831ee	2014-10-09	2014-10-12	7	3	2	2	IT	NULL	NULL		
2014-10-06	3d949ff3-91af-4e37-87f8-b94c496522ca	NULL	NULL	1	NULL	1	1	FR	NULL	NULL		
2014-10-06	3d949ff3-91af-4e37-87f8-b94c496522ca	2015-04-10	2015-04-11	6	1	4	4	FR	NULL	NULL	,Entire home/apt	
2014-10-06	3d9af2ba-2ae5-49bb-beed-4fa45eaae2e4	2014-10-18	2014-10-21	1	3	3	3	NL	NULL	NULL		
2014-10-06	3dd28f2b-2fae-45f7-9a75-9851b000f5ca	NULL	NULL	1	NULL	1	1	ES	NULL	NULL		
2014-10-06	3dd28f2b-2fae-45f7-9a75-9851b000f5ca	2014-10-21	2014-10-31	7	10	2	2	ES	0	323		
2014-10-06	3def29ba-6d61-490f-a634-fc5323489a79	NULL	NULL	14	NULL	1	1	IE	0	110		
2014-10-06	3def29ba-6d61-490f-a634-fc5323489a79	2014-10-07	2014-10-09	39	2	1	1	IE	0	60	,Private room	
2014-10-06	3df79d41-fcd0-4820-ae22-169b7e711dea	2014-10-13	2014-11-03	6	21	2	2	DE	NULL	NULL	,Entire home/apt	
2014-10-06	3dfef1b5-e40c-4141-89dc-4fd5d757a183	2014-10-24	2014-10-27	86	3	1	2	US	NULL	NULL	,Entire home/apt	,City Centre
2014-10-06	3e162328-d3ca-4b88-aa80-1e6e0b8e10a4	NULL	NULL	1	NULL	1	1	US	NULL	NULL		
2014-10-06	3e25906d-c05a-4d1f-82d6-acf9c813dd88	NULL	NULL	8	NULL	1	2	US	25	1073741823	,Entire home/apt,Entire home/apt,Private room	
2014-10-06	3e25906d-c05a-4d1f-82d6-acf9c813dd88	2014-12-30	2015-01-03	173	4	2	8	US	0	1073741823	,Entire home/apt,Entire home/apt,Private room,Entire home/apt,Private room,Shared room,Private room	
2014-10-06	3e25906d-c05a-4d1f-82d6-acf9c813dd88	2014-12-30	2015-01-04	1	5	2	2	US	0	175		
2014-10-06	3e3610f4-863b-42ba-8a8b-a9311f6dccd1	2014-10-31	2014-11-01	11	1	1	1	SG	NULL	NULL		
2014-10-06	3e3ec72a-d0e6-4355-955d-0a0ac3119e8e	NULL	NULL	5	NULL	5	5	IE	NULL	NULL	,Entire home/apt	
2014-10-06	3ea429f2-584e-438f-8f84-c0141acc0834	NULL	NULL	4	NULL	1	1	GB	NULL	NULL		
2014-10-06	3ea429f2-584e-438f-8f84-c0141acc0834	2014-12-30	2015-01-02	70	3	1	4	GB	0	217	,Entire home/apt	
2014-10-06	3ea53377-fd65-4100-8190-b1553e6f269d	NULL	NULL	1	NULL	1	1	IE	NULL	NULL		
2014-10-06	3ea53377-fd65-4100-8190-b1553e6f269d	2014-10-31	2014-11-01	3	1	1	1	IE	NULL	NULL	,Private room	
2014-10-06	3ea5ca65-b0ae-4269-95ff-74cfda85cc98	NULL	NULL	2	NULL	1	2	US	NULL	NULL	,Entire home/apt	
2014-10-06	3ec38cf7-684f-4c45-94d8-a5d7ffd0b144	2014-10-07	2014-10-08	1	1	1	1	US	0	45		
2014-10-06	3ec38cf7-684f-4c45-94d8-a5d7ffd0b144	2014-11-03	2014-11-06	2	3	1	1	US	0	45		
2014-10-06	3f13c0ac-5985-4aee-bfa0-c07c4acdc365	2015-04-06	2015-04-12	3	6	4	4	FR	NULL	NULL	,Entire home/apt	
2014-10-06	3f1f5cd8-6429-4928-88a1-2caccf799958	NULL	NULL	3	NULL	1	1	US	0	70		
2014-10-06	3f1f5cd8-6429-4928-88a1-2caccf799958	2014-10-10	2014-10-11	2	1	2	2	US	0	75		
2014-10-06	3f2c6c08-c860-4ad4-9359-c3b7fafd0928	NULL	NULL	5	NULL	1	1	AU	0	71		
2014-10-06	3f98336f-fd7d-40a6-bc81-a77058db6550	2014-11-01	2014-11-16	2	15	1	1	IE	NULL	NULL		
2014-10-06	3fa3039f-e6d4-4971-86ce-2a57b78201d3	2015-07-20	2015-07-26	46	6	6	6	SA	NULL	NULL		
2014-10-06	3fc03227-256c-432e-8917-cb7a881ab8a2	NULL	NULL	1	NULL	1	1	DE	NULL	NULL		
2014-10-06	3fc85624-d58e-4429-8924-81f659960119	2014-10-08	2014-10-10	12	2	1	1	CH	0	67		
2014-10-06	3fdfb70b-d03e-4a06-971a-aca7b6918b61	NULL	NULL	4	NULL	1	1	IE	NULL	NULL		
2014-10-06	3fedbc79-b6f5-4d3a-b58b-7c44385a694b	NULL	NULL	18	NULL	1	1	IE	0	338	,Private room	
2014-10-06	403894fb-5a8b-47cc-841a-665bfdc5738b	NULL	NULL	2	NULL	5	5	RS	NULL	NULL		
2014-10-06	405898d9-1be1-461e-bdf3-87760e0d83b7	2014-10-10	2014-10-13	14	3	2	2	GB	0	169		,City Centre
2014-10-06	4067ab85-5700-4dff-8028-cb6898a6436c	NULL	NULL	1	NULL	1	1	GB	NULL	NULL		
2014-10-06	4067ab85-5700-4dff-8028-cb6898a6436c	2014-10-10	2014-10-12	4	2	1	2	GB	0	176	,Entire home/apt	
2014-10-06	406eac09-6447-4403-806a-cd79716b291c	NULL	NULL	4	NULL	1	6	CA	NULL	NULL	,Entire home/apt	
2014-10-06	40892986-3be0-4290-a9b1-18efd2515a76	2015-05-16	2015-05-21	13	5	4	4	US	0	210	Entire home/apt	
2014-10-06	409cb534-4bfd-48cf-ac5c-8db947de8b2e	NULL	NULL	1	NULL	1	1	US	NULL	NULL		
2014-10-06	409cb534-4bfd-48cf-ac5c-8db947de8b2e	2014-11-03	2014-11-07	2	4	1	1	US	0	113	Entire home/apt	
2014-10-06	40bbc055-9a35-46a5-b6ca-f3d4ec193035	NULL	NULL	2	NULL	1	1	SE	NULL	NULL		
2014-10-06	40bbc055-9a35-46a5-b6ca-f3d4ec193035	2014-11-01	2014-11-19	1	18	1	1	SE	NULL	NULL		
2014-10-06	40bbc055-9a35-46a5-b6ca-f3d4ec193035	2014-11-19	2014-11-22	2	3	1	1	SE	NULL	NULL		
2014-10-06	4114d85a-1c97-438e-bb5d-16fbf3dc501d	NULL	NULL	3	NULL	1	1	US	NULL	NULL		
2014-10-06	4125ee77-d4ea-4d86-9fb7-18d21c7ee548	2014-12-05	2014-12-10	32	5	1	2	US	0	1073741823	,Entire home/apt,Entire home/apt,Private room,Private room	
2014-10-06	41502561-6f3e-4c57-8dee-cdef4f420e43	NULL	NULL	1	NULL	1	1	IE	NULL	NULL		
2014-10-06	4153b072-5e8d-4213-b169-b5aedac04a50	2014-10-26	2014-10-27	11	1	4	4	US	0	1073741823		
2014-10-06	4153e437-1e24-4a35-bcc1-38ef33b5a3e4	NULL	NULL	2	NULL	1	1	IE	NULL	NULL		
2014-10-06	416119b0-63a8-442a-87ec-a84af1a5a89d	NULL	NULL	1	NULL	1	1	MY	NULL	NULL		
2014-10-06	4176b95b-5e36-49b5-91d2-688adb39832e	NULL	NULL	1	NULL	1	1	SI	NULL	NULL		
2014-10-06	4176b95b-5e36-49b5-91d2-688adb39832e	2014-10-09	2014-10-10	60	1	4	4	SI	0	200		
2014-10-06	4176b95b-5e36-49b5-91d2-688adb39832e	2014-10-10	2014-10-12	71	2	1	4	SI	0	200		
2014-10-06	41774bf8-452a-4262-9aae-47d3fc91aefb	NULL	NULL	18	NULL	2	2	IE	NULL	NULL		
2014-10-06	41774bf8-452a-4262-9aae-47d3fc91aefb	2014-10-14	2014-10-17	2	3	2	2	IE	NULL	NULL		
2014-10-06	41774bf8-452a-4262-9aae-47d3fc91aefb	2014-10-21	2014-10-24	3	3	2	2	IE	NULL	NULL		
2014-10-06	41774bf8-452a-4262-9aae-47d3fc91aefb	2014-10-21	2014-10-25	2	4	2	2	IE	NULL	NULL		
2014-10-06	41d0e13f-b787-49ba-befe-65d2a094e249	NULL	NULL	3	NULL	1	2	GB	0	100		
2014-10-06	41d0e13f-b787-49ba-befe-65d2a094e249	2014-10-11	2014-10-13	4	2	2	2	GB	0	100		
2014-10-06	4235eb0e-ac0f-473f-a0ad-4e640e7c01bb	2014-11-11	2014-12-31	3	50	1	1	IT	NULL	NULL		
2014-10-06	4241b5f1-06d9-46ee-ac55-3fb984e2bf18	2014-12-21	2014-12-28	2	7	4	4	NO	NULL	NULL		
2014-10-06	424ba931-9c55-483e-a2ee-306471b15fbd	2014-11-26	2014-11-29	9	3	6	6	IT	30	1073741823	,Entire home/apt	
2014-10-06	425e249e-8df7-4f9f-a49b-43f2450bf271	NULL	NULL	3	NULL	1	10	IE	NULL	NULL	,Entire home/apt	
2014-10-06	42c5b1f5-138a-4dad-bf57-b5b5b2adcbf3	NULL	NULL	10	NULL	1	2	AU	NULL	NULL	,Private room	
2014-10-06	42ecab02-82cd-492e-b84c-10701cc57495	NULL	NULL	2	NULL	1	1	GB	NULL	NULL		
2014-10-06	42ecab02-82cd-492e-b84c-10701cc57495	2014-10-14	2014-10-16	9	2	2	2	GB	NULL	NULL	Entire home/apt,Private room,Shared room	
2014-10-06	43342f6d-c1a0-462f-8279-82a0bde179d1	NULL	NULL	50	NULL	1	1	RO	NULL	NULL	,Entire home/apt,Private room	
2014-10-06	4370ef76-91d2-4738-8d65-35e605aadc63	2015-03-12	2015-03-15	7	3	1	1	CA	NULL	NULL	,Entire home/apt	
2014-10-06	437b8bfe-abeb-42f4-ade0-de72682b8072	NULL	NULL	1	NULL	1	1	GB	NULL	NULL		
2014-10-06	437b8bfe-abeb-42f4-ade0-de72682b8072	2014-11-03	2014-11-07	16	4	1	2	GB	NULL	NULL	,Entire home/apt	
2014-10-06	43a631ab-3501-46e3-a6aa-934f26835dd8	2014-11-28	2014-11-30	8	2	2	2	GB	NULL	NULL	,Entire home/apt	
2014-10-06	43b96cca-558b-4f2e-9945-389aed7bc428	2014-10-14	2014-10-17	20	3	2	2	IE	NULL	NULL	,Entire home/apt,Entire home/apt,Private room,Entire home/apt,Private room,Shared room,Private room	
2014-10-06	43b96cca-558b-4f2e-9945-389aed7bc428	2014-10-20	2014-10-23	8	3	2	2	IE	NULL	NULL	,Private room	
2014-10-06	43c623ea-f773-45f8-a7a4-ca57a8a9ef8d	2014-12-06	2014-12-09	4	3	1	2	AU	NULL	NULL	,Private room,Entire home/apt	
2014-10-06	43e6c824-22c0-4ca8-8334-2ede0eb580cc	2014-11-13	2014-11-17	15	4	3	3	ES	0	98		
2014-10-06	4410c9dc-cdad-4e5e-82d9-7a0b89534c63	2014-10-09	2014-10-13	17	4	2	2	US	0	300	,Entire home/apt,Entire home/apt,Private room,Private room	
2014-10-06	441a5a55-3c56-4568-9892-7568b2cf978f	2014-10-12	2014-10-16	7	4	2	2	US	NULL	NULL	,Entire home/apt	
2014-10-06	4441b039-bc07-4af8-8e87-d22a8013bd46	2014-12-31	2015-01-07	2	7	1	1	US	NULL	NULL	,Entire home/apt	
2014-10-06	44563a69-ca1e-41ca-9756-311c64df6cac	2014-11-24	2014-11-25	7	1	1	1	IE	0	204	,Private room	
2014-10-06	44a430cf-337f-4d19-a8ae-c125d83a76c9	2014-12-06	2014-12-09	1	3	2	2	IE	NULL	NULL	Entire home/apt	
2014-10-06	44a430cf-337f-4d19-a8ae-c125d83a76c9	2014-12-13	2014-12-14	40	1	2	2	IE	NULL	NULL	Entire home/apt	
2014-10-06	44b40c77-7c0c-4501-b47b-5c83f191e44f	NULL	NULL	4	NULL	1	2	US	0	70		
2014-10-06	44c3a1ed-9aea-4e92-8e13-6d0569726340	NULL	NULL	1	NULL	1	1	IE	NULL	NULL		
2014-10-06	44fea0f7-cdf9-46b3-b282-2a97433a1a58	NULL	NULL	45	NULL	1	6	DE	0	178	,Entire home/apt	
